,X,Y,応力,Grain_Number
3255,104,25,-0.185651044,12
3256,105,25,-0.092060723,12
3257,106,25,-0.164783186,12
3258,107,25,0.020296876,12
3259,108,25,-0.327274778,12
3260,109,25,-0.163215154,12
3261,110,25,-0.442470807,12
3262,111,25,-0.229486687,12
3263,112,25,0.063430056,12
3264,113,25,-0.341399876,12
3265,114,25,-0.397460599,12
3266,115,25,-0.187162825,12
3267,116,25,-0.146503071,12
3268,117,25,-0.229369275,12
3269,118,25,-0.116739922,12
3270,119,25,-0.297071438,12
3271,120,25,0.019355158,12
3272,121,25,-0.067162026,12
3273,122,25,-0.293238206,12
3274,123,25,-0.272110098,12
3275,124,25,-0.119421316,12
3276,125,25,-0.202610011,12
3277,0,26,-0.136532936,7
3278,1,26,-0.226098578,7
3279,2,26,-0.031883538,7
3280,3,26,-0.009136843,7
3281,4,26,-0.061352404,7
3282,5,26,-0.072843529,7
3283,6,26,-0.006568773,7
3284,7,26,0.031721853,7
3285,8,26,-0.097440952,7
3286,9,26,0.018751375,7
3287,10,26,-0.139922209,7
3288,11,26,-0.038772426,7
3289,12,26,-0.067991576,7
3290,13,26,-0.140171451,7
3291,14,26,-0.16160837,7
3292,15,26,-0.104073078,7
3293,16,26,-0.038084276,7
3294,17,26,-0.038360785,7
3295,18,26,-0.028874776,7
3296,19,26,-0.034070886,7
3297,20,26,-0.094177354,7
3298,21,26,-0.042587321,7
3299,22,26,0.067440018,7
3300,23,26,-0.029235101,7
3301,24,26,-0.077424318,7
3302,25,26,-0.056496867,7
3303,26,26,-0.092168627,7
3304,27,26,-0.054334416,7
3305,28,26,-0.018010481,7
3306,29,26,-0.094258367,7
3307,30,26,-0.115416815,7
3308,31,26,0.027521396,7
3309,32,26,-0.021750386,7
3310,33,26,-0.00658973,7
3311,34,26,-0.047365437,7
3312,35,26,0.007450965,7
3313,36,26,0.099959985,7
3314,37,26,-0.101038525,7
3315,38,26,-0.032176282,7
3316,39,26,-0.03105219,7
3317,40,26,0.047868718,7
3318,41,26,0.170492767,1
3319,42,26,0.154949723,1
3320,43,26,0.166065511,1
3321,44,26,0.186210915,1
3322,45,26,0.175668644,1
3323,46,26,0.233742273,1
3324,47,26,0.20597461,1
3325,48,26,0.081887882,1
3326,49,26,0.070715134,1
3327,50,26,0.127597546,1
3328,51,26,0.239932767,1
3329,52,26,0.120802955,1
3330,53,26,0.170418968,1
3331,54,26,0.080354437,1
3332,55,26,0.201077272,1
3333,56,26,0.138631487,1
3334,57,26,0.066823981,1
3335,58,26,0.088710392,1
3336,59,26,0.266821378,1
3337,60,26,0.105951077,1
3338,61,26,-0.001205117,1
3339,62,26,0.213833113,1
3340,63,26,0.047375061,1
3341,64,26,0.205061461,1
3342,65,26,0.199203945,1
3343,66,26,0.020196114,1
3344,67,26,0.091586666,1
3345,68,26,0.227282521,1
3346,69,26,-0.259360154,1
3347,70,26,-0.04666444,1
3348,71,26,0.117949392,1
3349,72,26,0.166449632,1
3350,73,26,0.24204583,9
3351,74,26,0.174267633,9
3352,75,26,0.044601777,9
3353,76,26,0.388234494,9
3354,77,26,0.308016835,9
3355,78,26,0.110258555,9
3356,79,26,0.369127128,9
3357,80,26,0.197662454,9
3358,81,26,0.202644419,9
3359,82,26,0.436173532,9
3360,83,26,-0.039388855,3
3361,84,26,0.048429306,3
3362,85,26,0.02786746,3
3363,86,26,-0.181924477,3
3364,87,26,0.071839558,3
3365,88,26,-0.153387882,3
3366,89,26,-0.016999136,3
3367,90,26,0.327010189,13
3368,91,26,0.010747341,13
3369,92,26,0.006869879,13
3370,93,26,0.035351372,13
3371,94,26,0.064587772,13
3372,95,26,-0.008277718,13
3373,96,26,0.101894851,13
3374,97,26,-0.015096345,13
3375,98,26,0.292159123,14
3376,99,26,0.550141118,14
3377,100,26,0.274873487,14
3378,101,26,0.023560215,12
3379,102,26,-0.204994428,12
3380,103,26,-0.127694934,12
3381,104,26,-0.174274052,12
3382,105,26,-0.126694732,12
3383,106,26,-0.237195303,12
3384,107,26,0.081039917,12
3385,108,26,-0.059261476,12
3386,109,26,-0.041162849,12
3387,110,26,-0.26350383,12
3388,111,26,-0.300407705,12
3389,112,26,-0.114156143,12
3390,113,26,-0.294519446,12
3391,114,26,-0.203929123,12
3392,115,26,-0.240801552,12
3393,116,26,-0.267317827,12
3394,117,26,-0.168013407,12
3395,118,26,-0.123370073,12
3396,119,26,-0.325479257,12
3397,120,26,-0.114841159,12
3398,121,26,-0.006563668,12
3399,122,26,-0.104383887,12
3400,123,26,-0.104473801,12
3401,124,26,0.052887437,12
3402,125,26,-0.127803048,12
3403,0,27,-0.121876883,7
3404,1,27,-0.045289631,7
3405,2,27,-0.009455794,7
3406,3,27,-0.058567308,7
3407,4,27,-0.100918212,7
3408,5,27,-0.07033663,7
3409,6,27,0.005848561,7
3410,7,27,-0.023030679,7
3411,8,27,-0.045726096,7
3412,9,27,0.050509514,7
3413,10,27,0.005494549,7
3414,11,27,-0.006706347,7
3415,12,27,-0.102638126,7
3416,13,27,-0.105605334,7
3417,14,27,-0.082840488,7
3418,15,27,0.035040529,7
3419,16,27,-0.106531326,7
3420,17,27,-0.084373505,7
3421,18,27,-0.022090633,7
3422,19,27,-0.186411821,7
3423,20,27,-0.021220568,7
3424,21,27,0.057161568,7
3425,22,27,0.167919264,7
3426,23,27,-0.141576746,7
3427,24,27,0.027433113,7
3428,25,27,-0.062688484,7
3429,26,27,-0.062156664,7
3430,27,27,0.050717583,7
3431,28,27,0.035903227,7
3432,29,27,-0.066478417,7
3433,30,27,-0.081850782,7
3434,31,27,0.057247107,7
3435,32,27,-0.070097989,7
3436,33,27,0.07294682,7
3437,34,27,0.038569457,7
3438,35,27,-0.016261247,7
3439,36,27,0.029791791,7
3440,37,27,-0.098135436,7
3441,38,27,0.009709419,7
3442,39,27,0.007236035,7
3443,40,27,0.075066473,7
3444,41,27,0.217245702,1
3445,42,27,0.226791267,1
3446,43,27,0.286060511,1
3447,44,27,0.101840224,1
3448,45,27,0.069497951,1
3449,46,27,0.145410514,1
3450,47,27,0.160772424,1
3451,48,27,0.105437633,1
3452,49,27,0.138178065,1
3453,50,27,0.11948777,1
3454,51,27,0.104537768,1
3455,52,27,-0.074637842,1
3456,53,27,0.247007792,1
3457,54,27,0.026230727,1
3458,55,27,0.181579081,1
3459,56,27,0.185548208,1
3460,57,27,0.248237635,1
3461,58,27,0.129011952,1
3462,59,27,0.024510155,1
3463,60,27,0.222784516,1
3464,61,27,-0.066963772,1
3465,62,27,0.10282973,1
3466,63,27,0.048396367,1
3467,64,27,0.075134199,1
3468,65,27,0.16688028,1
3469,66,27,0.167851332,1
3470,67,27,0.023995661,1
3471,68,27,0.016580088,1
3472,69,27,0.125288191,1
3473,70,27,0.231776614,1
3474,71,27,0.034394895,1
3475,72,27,0.102261617,1
3476,73,27,0.29012324,9
3477,74,27,0.3343112,9
3478,75,27,0.337628121,9
3479,76,27,0.208008637,9
3480,77,27,0.319966421,9
3481,78,27,0.150590118,9
3482,79,27,0.352270648,9
3483,80,27,0.451924925,9
3484,81,27,0.14870371,9
3485,82,27,0.497646563,9
3486,83,27,0.019075455,3
3487,84,27,-0.022863176,3
3488,85,27,0.069422446,3
3489,86,27,0.055844541,3
3490,87,27,-0.0935227,3
3491,88,27,-0.079440947,3
3492,89,27,0.356531142,13
3493,90,27,0.199222222,13
3494,91,27,0.08299464,13
3495,92,27,0.054338269,13
3496,93,27,0.10834665,13
3497,94,27,-0.167734328,13
3498,95,27,0.036694957,13
3499,96,27,0.274868838,14
3500,97,27,0.428511388,14
3501,98,27,0.415977859,14
3502,99,27,0.173604587,14
3503,100,27,0.581440753,14
3504,101,27,0.160626934,12
3505,102,27,-0.48989779,12
3506,103,27,0.027997507,12
3507,104,27,0.062780269,12
3508,105,27,-0.110885675,12
3509,106,27,-0.082530582,12
3510,107,27,-0.256884437,12
3511,108,27,0.036483045,12
3512,109,27,-0.012437398,12
3513,110,27,-0.379419301,12
3514,111,27,0.147217211,12
3515,112,27,0.077993396,12
3516,113,27,-0.065950514,12
3517,114,27,-0.263846037,12
3518,115,27,-0.243452574,12
3519,116,27,-0.132410205,12
3520,117,27,0.024114381,12
3521,118,27,-0.005308523,12
3522,119,27,-0.212986135,12
3523,120,27,0.039849009,12
3524,121,27,0.113398915,12
3525,122,27,0.050207921,12
3526,123,27,-0.166706078,12
3527,124,27,-0.133273955,12
3528,125,27,-0.144326939,12
3529,0,28,-0.155283858,7
3530,1,28,-0.094887794,7
3531,2,28,-0.123629684,7
3532,3,28,-0.211453595,7
3533,4,28,-0.113924606,7
3534,5,28,-0.005814243,7
3535,6,28,-0.018567413,7
3536,7,28,-0.128506338,7
3537,8,28,0.024886533,7
3538,9,28,0.072129198,7
3539,10,28,-0.080608592,7
3540,11,28,-0.03240874,7
3541,12,28,-0.138168043,7
3542,13,28,-0.024856001,7
3543,14,28,-0.036303417,7
3544,15,28,-0.031031319,7
3545,16,28,-0.096178698,7
3546,17,28,-0.049569818,7
3547,18,28,-0.007079359,7
3548,19,28,-0.02338273,7
3549,20,28,0.000285696,7
3550,21,28,-0.104722357,7
3551,22,28,0.09851335,7
3552,23,28,-0.117301399,7
3553,24,28,-0.08062233,7
3554,25,28,-0.030708353,7
3555,26,28,0.031607996,7
3556,27,28,0.139961045,7
3557,28,28,-0.028616515,7
3558,29,28,-0.097075107,7
3559,30,28,-0.134631696,7
3560,31,28,-0.050319258,7
3561,32,28,0.064805955,7
3562,33,28,0.182982115,7
3563,34,28,0.056459062,7
3564,35,28,-0.147964945,7
3565,36,28,0.061823936,7
3566,37,28,-0.111875371,7
3567,38,28,-0.027037767,7
3568,39,28,0.131766386,7
3569,40,28,0.113262662,7
3570,41,28,-0.005977322,7
3571,42,28,0.158299359,1
3572,43,28,0.078846169,1
3573,44,28,0.163183442,1
3574,45,28,0.052257945,1
3575,46,28,0.243957765,1
3576,47,28,0.127832466,1
3577,48,28,0.1361083,1
3578,49,28,0.187055568,1
3579,50,28,0.027499957,1
3580,51,28,0.261266069,1
3581,52,28,0.091453176,1
3582,53,28,0.011779562,1
3583,54,28,0.013407279,1
3584,55,28,0.125728977,1
3585,56,28,0.159992446,1
3586,57,28,-0.013465828,1
3587,58,28,0.044983788,1
3588,59,28,0.128543775,1
3589,60,28,0.120431176,1
3590,61,28,0.236790418,1
3591,62,28,0.07759056,1
3592,63,28,0.083672351,1
3593,64,28,0.060224292,1
3594,65,28,0.030406092,1
3595,66,28,-0.036640945,1
3596,67,28,-0.105212417,1
3597,68,28,0.053854815,1
3598,69,28,0.153333275,1
3599,70,28,0.094731294,1
3600,71,28,0.037764957,1
3601,72,28,0.171591354,1
3602,73,28,0.152721555,1
3603,74,28,0.411643973,9
3604,75,28,0.44201062,9
3605,76,28,0.158133527,9
3606,77,28,0.358286809,9
3607,78,28,0.343139671,9
3608,79,28,0.402314508,9
3609,80,28,0.216648706,9
3610,81,28,0.198542364,9
3611,82,28,0.259068853,9
3612,83,28,0.643830554,9
3613,84,28,-0.004673683,3
3614,85,28,0.035034993,3
3615,86,28,-0.011414483,3
3616,87,28,0.627979594,13
3617,88,28,0.178657449,13
3618,89,28,0.165183914,13
3619,90,28,-0.020303077,13
3620,91,28,-0.105235134,13
3621,92,28,0.064185891,13
3622,93,28,-0.041273628,13
3623,94,28,-0.136148706,13
3624,95,28,0.352576942,14
3625,96,28,0.320732496,14
3626,97,28,0.309414327,14
3627,98,28,0.342739266,14
3628,99,28,0.189642103,14
3629,100,28,0.441501437,14
3630,101,28,-0.145666814,12
3631,102,28,-0.139418721,12
3632,103,28,-0.093031263,12
3633,104,28,-0.000963369,12
3634,105,28,-0.118763866,12
3635,106,28,-0.127918754,12
3636,107,28,-0.085328189,12
3637,108,28,-0.074274224,12
3638,109,28,0.038390669,12
3639,110,28,-0.31138693,12
3640,111,28,-0.197082322,12
3641,112,28,-0.152674194,12
3642,113,28,-0.094214064,12
3643,114,28,-0.108365633,12
3644,115,28,-0.208716451,12
3645,116,28,-0.055928416,12
3646,117,28,-0.259877885,12
3647,118,28,-0.260633791,12
3648,119,28,-0.116695323,12
3649,120,28,-0.411474845,12
3650,121,28,-0.197336165,12
3651,122,28,-0.142026807,12
3652,123,28,-0.182604505,12
3653,124,28,0.016343761,12
3654,125,28,-0.075390388,12
3655,0,29,-0.09059992,7
3656,1,29,-0.11585629,7
3657,2,29,-0.018872789,7
3658,3,29,-0.111894254,7
3659,4,29,0.031927096,7
3660,5,29,0.078940265,7
3661,6,29,-0.001287816,7
3662,7,29,-0.150174191,7
3663,8,29,0.046024741,7
3664,9,29,-0.087193245,7
3665,10,29,0.052697325,7
3666,11,29,0.029263122,7
3667,12,29,-0.123771805,7
3668,13,29,-0.130388495,7
3669,14,29,0.119598569,7
3670,15,29,0.004613919,7
3671,16,29,-0.293397321,7
3672,17,29,-0.07621739,7
3673,18,29,0.011338563,7
3674,19,29,-0.081759073,7
3675,20,29,-0.123211296,7
3676,21,29,-0.090571852,7
3677,22,29,-0.071026968,7
3678,23,29,-0.071619251,7
3679,24,29,-0.131533872,7
3680,25,29,-0.097292159,7
3681,26,29,0.00709777,7
3682,27,29,-0.076701705,7
3683,28,29,-0.072236504,7
3684,29,29,0.135424952,7
3685,30,29,-0.070200441,7
3686,31,29,-0.090495239,7
3687,32,29,0.038919178,7
3688,33,29,0.073284239,7
3689,34,29,0.035244935,7
3690,35,29,-0.005666279,7
3691,36,29,0.002390207,7
3692,37,29,0.008726898,7
3693,38,29,-0.032025564,7
3694,39,29,-0.009337486,7
3695,40,29,0.013230446,7
3696,41,29,0.188120471,7
3697,42,29,0.155282747,1
3698,43,29,0.033124799,1
3699,44,29,-0.011597234,1
3700,45,29,0.073513983,1
3701,46,29,0.276210233,1
3702,47,29,0.097200441,1
3703,48,29,-0.015948506,1
3704,49,29,0.060862909,1
3705,50,29,0.010633969,1
3706,51,29,-0.189497944,1
3707,52,29,0.078446769,1
3708,53,29,0.043812874,1
3709,54,29,-0.055179986,1
3710,55,29,0.078151453,1
3711,56,29,0.075622608,1
3712,57,29,0.140642769,1
3713,58,29,0.095449489,1
3714,59,29,0.186831566,1
3715,60,29,0.066909439,1
3716,61,29,0.134872773,1
3717,62,29,0.066627582,1
3718,63,29,0.162900238,1
3719,64,29,-0.013359322,1
3720,65,29,-0.019258371,1
3721,66,29,-0.038062692,1
3722,67,29,0.070037803,1
3723,68,29,-0.044783724,1
3724,69,29,0.027253214,1
3725,70,29,-0.104909507,1
3726,71,29,-0.062527019,1
3727,72,29,0.103696469,1
3728,73,29,0.174456854,1
3729,74,29,0.689603737,9
3730,75,29,0.321687936,9
3731,76,29,0.272150994,9
3732,77,29,0.229768239,9
3733,78,29,0.359483557,9
3734,79,29,0.358865482,9
3735,80,29,0.311289905,9
3736,81,29,0.124812749,9
3737,82,29,0.42505497,9
3738,83,29,0.517826554,9
3739,84,29,0.375502279,13
3740,85,29,0.306867131,13
3741,86,29,0.135821406,13
3742,87,29,0.020813488,13
3743,88,29,0.132162683,13
3744,89,29,-0.043764331,13
3745,90,29,-0.143063412,13
3746,91,29,0.030164627,13
3747,92,29,0.127892861,13
3748,93,29,0.309444107,14
3749,94,29,0.135889206,14
3750,95,29,0.30085594,14
3751,96,29,0.206473335,14
3752,97,29,0.21121837,14
3753,98,29,0.145511824,14
3754,99,29,0.37994476,14
3755,100,29,0.449763303,14
3756,101,29,0.061025003,12
3757,102,29,-0.195362899,12
3758,103,29,-0.397125168,12
3759,104,29,0.076533133,12
3760,105,29,-0.268092555,12
3761,106,29,-0.449435446,12
3762,107,29,-0.04853723,12
3763,108,29,-0.094566258,12
3764,109,29,-0.210656684,12
3765,110,29,-0.210560322,12
3766,111,29,-0.296893899,12
3767,112,29,-0.043876593,12
3768,113,29,-0.095077173,12
3769,114,29,-0.161131363,12
3770,115,29,-0.120389808,12
3771,116,29,-0.170499756,12
3772,117,29,-0.11834853,12
3773,118,29,-0.053154059,12
3774,119,29,-0.015237469,12
3775,120,29,-0.081780136,12
3776,121,29,0.054677092,12
3777,122,29,-0.122843974,12
3778,123,29,-0.053186287,12
3779,124,29,-0.158700168,12
3780,125,29,-0.077507817,12
3781,0,30,-0.219874659,7
3782,1,30,-0.062551356,7
3783,2,30,-0.083567898,7
3784,3,30,0.029450676,7
3785,4,30,0.024381539,7
3786,5,30,0.041276825,7
3787,6,30,-0.092267675,7
3788,7,30,-0.184324898,7
3789,8,30,-0.019852856,7
3790,9,30,-0.1511581,7
3791,10,30,-0.166190629,7
3792,11,30,-0.013704402,7
3793,12,30,0.083583702,7
3794,13,30,0.044474481,7
3795,14,30,0.098296407,7
3796,15,30,-0.162836805,7
3797,16,30,-0.214214928,7
3798,17,30,0.029720945,7
3799,18,30,-0.161584411,7
3800,19,30,0.034836997,7
3801,20,30,-0.02315492,7
3802,21,30,-0.110735837,7
3803,22,30,0.017466083,7
3804,23,30,-0.063555989,7
3805,24,30,0.045985393,7
3806,25,30,0.166547382,7
3807,26,30,0.067590204,7
3808,27,30,-0.070803875,7
3809,28,30,0.015118174,7
3810,29,30,-0.012323039,7
3811,30,30,-0.124354466,7
3812,31,30,0.085710492,7
3813,32,30,0.025874982,7
3814,33,30,0.031081657,7
3815,34,30,-0.053037015,7
3816,35,30,-0.081841858,7
3817,36,30,0.082993268,7
3818,37,30,0.080742993,7
3819,38,30,-0.150036204,7
3820,39,30,-0.163282494,7
3821,40,30,-0.033072997,7
3822,41,30,0.042327253,7
3823,42,30,0.102551424,1
3824,43,30,0.092270548,1
3825,44,30,0.157775218,1
3826,45,30,0.16501618,1
3827,46,30,0.004889594,1
3828,47,30,0.207153448,1
3829,48,30,-0.035339633,1
3830,49,30,0.115369255,1
3831,50,30,0.157251626,1
3832,51,30,-0.138114925,1
3833,52,30,0.145597423,1
3834,53,30,0.132635296,1
3835,54,30,-0.261168036,1
3836,55,30,0.175983935,1
3837,56,30,0.035798119,1
3838,57,30,-0.004268899,1
3839,58,30,0.08569437,1
3840,59,30,0.092226311,1
3841,60,30,0.175167815,1
3842,61,30,0.043986796,1
3843,62,30,0.018000393,1
3844,63,30,0.089554144,1
3845,64,30,0.063563542,1
3846,65,30,0.145407759,1
3847,66,30,-0.045776263,1
3848,67,30,0.050797692,1
3849,68,30,0.166878983,1
3850,69,30,0.115872021,1
3851,70,30,-0.087713279,1
3852,71,30,-0.056420001,1
3853,72,30,0.159501686,1
3854,73,30,0.077013607,1
3855,74,30,0.175805121,1
3856,75,30,0.456745733,9
3857,76,30,0.344918869,9
3858,77,30,0.427569115,9
3859,78,30,0.365077804,9
3860,79,30,0.305400451,9
3861,80,30,0.620343739,9
3862,81,30,0.397640764,9
3863,82,30,0.178024603,13
3864,83,30,0.154519047,13
3865,84,30,0.151268498,13
3866,85,30,0.181222448,13
3867,86,30,0.089441467,13
3868,87,30,0.135343545,13
3869,88,30,0.075676855,13
3870,89,30,0.017332994,13
3871,90,30,-0.006520243,13
3872,91,30,0.044050392,13
3873,92,30,-0.041190672,14
3874,93,30,0.321832779,14
3875,94,30,0.358232293,14
3876,95,30,0.037639366,14
3877,96,30,0.383634389,14
3878,97,30,0.181753772,14
3879,98,30,0.273631853,14
3880,99,30,0.355243642,14
3881,100,30,0.900878329,14
3882,101,30,0.082614954,12
3883,102,30,-0.41921152,12
3884,103,30,-0.415660259,12
3885,104,30,-0.199608263,12
3886,105,30,-0.10605551,12
3887,106,30,0.014454454,12
3888,107,30,0.107949608,12
3889,108,30,0.036988465,12
3890,109,30,-0.299029872,12
3891,110,30,-0.165376691,12
3892,111,30,-0.054079325,12
3893,112,30,-0.065207283,12
3894,113,30,0.05474579,12
3895,114,30,-0.022942702,12
3896,115,30,-0.578059244,12
3897,116,30,0.001989941,12
3898,117,30,-0.330422012,12
3899,118,30,-0.138821409,12
3900,119,30,0.02147699,12
3901,120,30,-0.165037414,12
3902,121,30,-0.09453876,12
3903,122,30,0.000725575,12
3904,123,30,-0.076956145,12
3905,124,30,-0.273612983,12
3906,125,30,-0.297332384,12
3907,0,31,0.023080187,7
3908,1,31,-0.255477808,7
3909,2,31,-0.012575554,7
3910,3,31,-0.072037616,7
3911,4,31,-0.15565564,7
3912,5,31,-0.064176188,7
3913,6,31,-0.019658734,7
3914,7,31,-0.085648464,7
3915,8,31,-0.150108368,7
3916,9,31,-0.037489522,7
3917,10,31,0.024568932,7
3918,11,31,-0.192956437,7
3919,12,31,-0.07562559,7
3920,13,31,-0.149021783,7
3921,14,31,0.013668532,7
3922,15,31,-0.013362278,7
3923,16,31,-0.086041532,7
3924,17,31,0.039769029,7
3925,18,31,-0.173832692,7
3926,19,31,-0.070020457,7
3927,20,31,0.043802691,7
3928,21,31,-0.01896997,7
3929,22,31,-0.078111028,7
3930,23,31,0.014497851,7
3931,24,31,-0.099763551,7
3932,25,31,-0.012245314,7
3933,26,31,0.064008273,7
3934,27,31,0.110163999,7
3935,28,31,-0.063788026,7
3936,29,31,0.048121831,7
3937,30,31,0.030776017,7
3938,31,31,0.029863337,7
3939,32,31,-0.031123643,7
3940,33,31,-0.093738921,7
3941,34,31,-0.033053291,7
3942,35,31,0.024571396,7
3943,36,31,-0.043686681,7
3944,37,31,5.05E-05,7
3945,38,31,-0.285962719,7
3946,39,31,0.085485053,7
3947,40,31,-0.090209923,7
3948,41,31,0.013283822,7
3949,42,31,0.373708191,1
3950,43,31,0.163052758,1
3951,44,31,0.091506261,1
3952,45,31,0.127184652,1
3953,46,31,0.00148453,1
3954,47,31,0.123873958,1
3955,48,31,0.1378375,1
3956,49,31,0.086496874,1
3957,50,31,-0.000850404,1
3958,51,31,0.054597136,1
3959,52,31,0.105056974,1
3960,53,31,0.066926856,1
3961,54,31,-0.230519313,1
3962,55,31,0.868884175,1
3963,56,31,-0.133381446,1
3964,57,31,-0.06628074,1
3965,58,31,0.186904369,1
3966,59,31,0.168940136,1
3967,60,31,0.387089614,1
3968,61,31,0.070211234,1
3969,62,31,0.103084541,1
3970,63,31,-0.004524382,1
3971,64,31,0.150507439,1
3972,65,31,0.275575091,1
3973,66,31,-0.068363092,1
3974,67,31,-0.094872288,1
3975,68,31,0.194602043,1
3976,69,31,-0.026744089,1
3977,70,31,0.18431866,1
3978,71,31,0.038837973,1
3979,72,31,0.096739185,1
3980,73,31,0.141706507,1
3981,74,31,0.159043214,1
3982,75,31,0.649060337,9
3983,76,31,0.30502928,9
3984,77,31,0.381193035,9
3985,78,31,0.46643152,9
3986,79,31,0.33776299,13
3987,80,31,0.26627625,13
3988,81,31,0.087515378,13
3989,82,31,-0.05060352,13
3990,83,31,0.080952151,13
3991,84,31,0.063119615,13
3992,85,31,0.084090411,13
3993,86,31,0.024698831,13
3994,87,31,0.18190221,13
3995,88,31,0.084039339,13
3996,89,31,-0.082932315,13
3997,90,31,0.054031428,13
3998,91,31,0.108368051,14
3999,92,31,0.122119199,14
4000,93,31,0.03408139,14
4001,94,31,0.183608697,14
4002,95,31,0.244568129,14
4003,96,31,0.226640569,14
4004,97,31,0.317095893,14
4005,98,31,0.199480215,14
4006,99,31,0.318799164,14
4007,100,31,0.369173022,15
4008,101,31,-0.192627163,12
4009,102,31,-0.357916145,12
4010,103,31,-0.4533943,12
4011,104,31,-0.169940545,12
4012,105,31,-0.087746999,12
4013,106,31,-0.11025902,12
4014,107,31,-0.30944574,12
4015,108,31,-0.088062474,12
4016,109,31,-0.172445222,12
4017,110,31,0.03545322,12
4018,111,31,-0.138670871,12
4019,112,31,-0.088016926,12
4020,113,31,-0.066008762,12
4021,114,31,-0.285272594,12
4022,115,31,-0.101892587,12
4023,116,31,-0.18534122,12
4024,117,31,-0.240693458,12
4025,118,31,-0.033714284,12
4026,119,31,-0.214390164,12
4027,120,31,0.009459438,12
4028,121,31,-0.115866398,12
4029,122,31,-0.169717567,12
4030,123,31,-0.233349682,12
4031,124,31,-0.133830106,12
4032,125,31,-0.086621326,12
4033,0,32,-0.136570894,7
4034,1,32,-0.198774271,7
4035,2,32,-0.128879689,7
4036,3,32,-0.102853798,7
4037,4,32,-0.136548513,7
4038,5,32,-0.105875814,7
4039,6,32,-0.061840677,7
4040,7,32,-0.020935153,7
4041,8,32,-0.035802853,7
4042,9,32,0.177126855,7
4043,10,32,0.058859335,7
4044,11,32,-0.063902913,7
4045,12,32,0.038751089,7
4046,13,32,0.045790269,7
4047,14,32,-0.167654737,7
4048,15,32,-0.140168753,7
4049,16,32,-0.025199459,7
4050,17,32,-0.144850829,7
4051,18,32,0.028194225,7
4052,19,32,-0.053365031,7
4053,20,32,0.028929755,7
4054,21,32,-0.140796103,7
4055,22,32,0.120564345,7
4056,23,32,-0.098104884,7
4057,24,32,-0.139793362,7
4058,25,32,-0.05686771,7
4059,26,32,0.133073064,7
4060,27,32,-0.109205358,7
4061,28,32,-0.129887608,7
4062,29,32,-0.170480699,7
4063,30,32,-0.009725875,7
4064,31,32,-0.160490257,7
4065,32,32,-0.065977537,7
4066,33,32,-0.032839069,7
4067,34,32,-0.129398407,7
4068,35,32,-0.199005399,7
4069,36,32,-0.100182218,7
4070,37,32,-0.069705463,7
4071,38,32,-0.214817392,7
4072,39,32,0.006724271,7
4073,40,32,0.031701904,7
4074,41,32,-0.18552212,7
4075,42,32,-0.116492467,7
4076,43,32,0.116030677,1
4077,44,32,0.066534995,1
4078,45,32,0.110200109,1
4079,46,32,0.031860049,1
4080,47,32,0.158771646,1
4081,48,32,0.1464638,1
4082,49,32,0.144184584,1
4083,50,32,0.185737405,1
4084,51,32,0.170881948,1
4085,52,32,-0.038398325,1
4086,53,32,0.15303677,1
4087,54,32,0.016339829,1
4088,55,32,-0.066492132,1
4089,56,32,0.140724493,1
4090,57,32,0.10796369,1
4091,58,32,0.018542641,1
4092,59,32,0.187433998,1
4093,60,32,0.037859761,1
4094,61,32,0.055145695,1
4095,62,32,0.210965015,1
4096,63,32,-0.037266388,1
4097,64,32,-0.113776648,1
4098,65,32,0.073978956,1
4099,66,32,0.221532246,1
4100,67,32,0.040554866,1
4101,68,32,0.257753345,1
4102,69,32,-0.021938832,1
4103,70,32,0.157107343,1
4104,71,32,0.20177879,1
4105,72,32,-0.092035056,1
4106,73,32,-0.165394477,1
4107,74,32,0.032696759,1
4108,75,32,0.189106892,13
4109,76,32,0.260915829,13
4110,77,32,0.037023153,13
4111,78,32,0.181763311,13
4112,79,32,0.050629742,13
4113,80,32,-0.002189951,13
4114,81,32,0.024342959,13
4115,82,32,0.160851321,13
4116,83,32,0.138201892,13
4117,84,32,0.197043436,13
4118,85,32,0.039770973,13
4119,86,32,0.037106522,13
4120,87,32,-0.009473271,13
4121,88,32,0.087554281,13
4122,89,32,0.279743404,14
4123,90,32,0.273018579,14
4124,91,32,0.199059331,14
4125,92,32,0.398482817,14
4126,93,32,0.315878229,14
4127,94,32,0.00250946,14
4128,95,32,0.252057358,14
4129,96,32,0.20757102,14
4130,97,32,0.197245613,14
4131,98,32,0.060563659,14
4132,99,32,0.548896894,14
4133,100,32,0.372019038,15
4134,101,32,0.010610231,12
4135,102,32,-0.611096691,12
4136,103,32,-0.23670727,12
4137,104,32,-0.13905803,12
4138,105,32,-0.179055762,12
4139,106,32,0.049035224,12
4140,107,32,-0.158549348,12
4141,108,32,-0.205890008,12
4142,109,32,-0.112245038,12
4143,110,32,-0.109319731,12
4144,111,32,-0.242451006,12
4145,112,32,-0.045574688,12
4146,113,32,-0.067534239,12
4147,114,32,-0.125369548,12
4148,115,32,0.143856382,12
4149,116,32,-0.413732627,12
4150,117,32,-0.089051648,12
4151,118,32,-0.332325324,12
4152,119,32,-0.26364334,12
4153,120,32,-0.332549497,12
4154,121,32,-0.132149269,12
4155,122,32,-0.165711057,12
4156,123,32,-0.082305966,12
4157,124,32,-0.053739159,12
