SerialNo,SubsetNo,X,Y,Xオリジナル,Yオリジナル,垂直ひずみ成分εx,垂直ひずみ成分εy,せん断ひずみ成分γxy,主ひずみε1,主ひずみε2,主せん断ひずみγ1,主ひずみ方向θ,体積ひずみ(平面ひずみ条件)εV,応力0MPa_GN_Resample
1,1,0,0,150,100,0,0,0,0,0,0,0,0,1
2,2,1,0,166,100,0,0,0,0,0,0,0,0,1
3,3,2,0,182,100,0,0,0,0,0,0,0,0,1
4,4,3,0,198,100,0,0,0,0,0,0,0,0,1
5,5,4,0,214,100,0,0,0,0,0,0,0,0,1
6,6,5,0,230,100,0,0,0,0,0,0,0,0,1
7,7,6,0,246,100,0,0,0,0,0,0,0,0,1
8,8,7,0,262,100,0,0,0,0,0,0,0,0,1
9,9,8,0,278,100,0,0,0,0,0,0,0,0,1
10,10,9,0,294,100,0,0,0,0,0,0,0,0,1
11,11,10,0,310,100,0,0,0,0,0,0,0,0,1
12,12,11,0,326,100,0,0,0,0,0,0,0,0,1
13,13,12,0,342,100,0,0,0,0,0,0,0,0,1
14,14,13,0,358,100,0,0,0,0,0,0,0,0,1
15,15,14,0,374,100,0,0,0,0,0,0,0,0,1
16,16,15,0,390,100,0,0,0,0,0,0,0,0,1
17,17,16,0,406,100,0,0,0,0,0,0,0,0,1
18,18,17,0,422,100,0,0,0,0,0,0,0,0,1
19,19,18,0,438,100,0,0,0,0,0,0,0,0,1
20,20,19,0,454,100,0,0,0,0,0,0,0,0,1
21,21,20,0,470,100,0,0,0,0,0,0,0,0,1
22,22,21,0,486,100,0,0,0,0,0,0,0,0,1
23,23,22,0,502,100,0,0,0,0,0,0,0,0,1
24,24,23,0,518,100,0,0,0,0,0,0,0,0,1
25,25,24,0,534,100,0,0,0,0,0,0,0,0,1
26,26,25,0,550,100,0,0,0,0,0,0,0,0,1
27,27,26,0,566,100,0,0,0,0,0,0,0,0,1
28,28,27,0,582,100,0,0,0,0,0,0,0,0,1
29,29,28,0,598,100,0,0,0,0,0,0,0,0,1
30,30,29,0,614,100,0,0,0,0,0,0,0,0,2
31,31,30,0,630,100,0,0,0,0,0,0,0,0,2
32,32,31,0,646,100,0,0,0,0,0,0,0,0,2
33,33,32,0,662,100,0,0,0,0,0,0,0,0,2
34,34,33,0,678,100,0,0,0,0,0,0,0,0,2
35,35,34,0,694,100,0,0,0,0,0,0,0,0,2
36,36,35,0,710,100,0,0,0,0,0,0,0,0,2
37,37,36,0,726,100,0,0,0,0,0,0,0,0,2
38,38,37,0,742,100,0,0,0,0,0,0,0,0,2
39,39,38,0,758,100,0,0,0,0,0,0,0,0,2
40,40,39,0,774,100,0,0,0,0,0,0,0,0,2
41,41,40,0,790,100,0,0,0,0,0,0,0,0,2
42,42,41,0,806,100,0,0,0,0,0,0,0,0,2
43,43,42,0,822,100,0,0,0,0,0,0,0,0,2
44,44,43,0,838,100,0,0,0,0,0,0,0,0,2
45,45,44,0,854,100,0,0,0,0,0,0,0,0,2
46,46,45,0,870,100,0,0,0,0,0,0,0,0,2
47,47,46,0,886,100,0,0,0,0,0,0,0,0,2
48,48,47,0,902,100,0,0,0,0,0,0,0,0,2
49,49,48,0,918,100,0,0,0,0,0,0,0,0,2
50,50,49,0,934,100,0,0,0,0,0,0,0,0,2
51,51,50,0,950,100,0,0,0,0,0,0,0,0,2
52,52,51,0,966,100,0,0,0,0,0,0,0,0,2
53,53,52,0,982,100,0,0,0,0,0,0,0,0,2
54,54,53,0,998,100,0,0,0,0,0,0,0,0,2
55,55,54,0,1014,100,0,0,0,0,0,0,0,0,2
56,56,55,0,1030,100,0,0,0,0,0,0,0,0,3
57,57,56,0,1046,100,0,0,0,0,0,0,0,0,3
58,58,57,0,1062,100,0,0,0,0,0,0,0,0,4
59,59,58,0,1078,100,0,0,0,0,0,0,0,0,4
60,60,59,0,1094,100,0,0,0,0,0,0,0,0,4
61,61,60,0,1110,100,0,0,0,0,0,0,0,0,4
62,62,61,0,1126,100,0,0,0,0,0,0,0,0,4
63,63,62,0,1142,100,0,0,0,0,0,0,0,0,4
64,64,63,0,1158,100,0,0,0,0,0,0,0,0,4
65,65,64,0,1174,100,0,0,0,0,0,0,0,0,4
66,66,65,0,1190,100,0,0,0,0,0,0,0,0,4
67,67,66,0,1206,100,0,0,0,0,0,0,0,0,4
68,68,67,0,1222,100,0,0,0,0,0,0,0,0,4
69,69,68,0,1238,100,0,0,0,0,0,0,0,0,4
70,70,69,0,1254,100,0,0,0,0,0,0,0,0,4
71,71,70,0,1270,100,0,0,0,0,0,0,0,0,4
72,72,71,0,1286,100,0,0,0,0,0,0,0,0,4
73,73,72,0,1302,100,0,0,0,0,0,0,0,0,5
74,74,73,0,1318,100,0,0,0,0,0,0,0,0,5
75,75,74,0,1334,100,0,0,0,0,0,0,0,0,5
76,76,75,0,1350,100,0,0,0,0,0,0,0,0,5
77,77,76,0,1366,100,0,0,0,0,0,0,0,0,5
78,78,77,0,1382,100,0,0,0,0,0,0,0,0,5
79,79,78,0,1398,100,0,0,0,0,0,0,0,0,5
80,80,79,0,1414,100,0,0,0,0,0,0,0,0,5
81,81,80,0,1430,100,0,0,0,0,0,0,0,0,5
82,82,81,0,1446,100,0,0,0,0,0,0,0,0,5
83,83,82,0,1462,100,0,0,0,0,0,0,0,0,5
84,84,83,0,1478,100,0,0,0,0,0,0,0,0,5
85,85,84,0,1494,100,0,0,0,0,0,0,0,0,5
86,86,85,0,1510,100,0,0,0,0,0,0,0,0,5
87,87,86,0,1526,100,0,0,0,0,0,0,0,0,5
88,88,87,0,1542,100,0,0,0,0,0,0,0,0,6
89,89,88,0,1558,100,0,0,0,0,0,0,0,0,6
90,90,89,0,1574,100,0,0,0,0,0,0,0,0,6
91,91,90,0,1590,100,0,0,0,0,0,0,0,0,6
92,92,91,0,1606,100,0,0,0,0,0,0,0,0,6
93,93,92,0,1622,100,0,0,0,0,0,0,0,0,6
94,94,93,0,1638,100,0,0,0,0,0,0,0,0,6
95,95,94,0,1654,100,0,0,0,0,0,0,0,0,6
96,96,95,0,1670,100,0,0,0,0,0,0,0,0,6
97,97,96,0,1686,100,0,0,0,0,0,0,0,0,6
98,98,97,0,1702,100,0,0,0,0,0,0,0,0,6
99,99,98,0,1718,100,0,0,0,0,0,0,0,0,6
100,100,99,0,1734,100,0,0,0,0,0,0,0,0,6
101,101,100,0,1750,100,0,0,0,0,0,0,0,0,7
102,102,101,0,1766,100,0,0,0,0,0,0,0,0,7
103,103,102,0,1782,100,0,0,0,0,0,0,0,0,7
104,104,103,0,1798,100,0,0,0,0,0,0,0,0,7
105,105,104,0,1814,100,0,0,0,0,0,0,0,0,7
106,106,105,0,1830,100,0,0,0,0,0,0,0,0,7
107,107,106,0,1846,100,0,0,0,0,0,0,0,0,7
108,108,107,0,1862,100,0,0,0,0,0,0,0,0,8
109,109,108,0,1878,100,0,0,0,0,0,0,0,0,8
110,110,109,0,1894,100,0,0,0,0,0,0,0,0,8
111,111,110,0,1910,100,0,0,0,0,0,0,0,0,8
112,112,111,0,1926,100,0,0,0,0,0,0,0,0,8
113,113,112,0,1942,100,0,0,0,0,0,0,0,0,8
114,114,113,0,1958,100,0,0,0,0,0,0,0,0,8
115,115,114,0,1974,100,0,0,0,0,0,0,0,0,8
116,116,115,0,1990,100,0,0,0,0,0,0,0,0,8
117,117,116,0,2006,100,0,0,0,0,0,0,0,0,8
118,118,117,0,2022,100,0,0,0,0,0,0,0,0,8
119,119,118,0,2038,100,0,0,0,0,0,0,0,0,8
120,120,119,0,2054,100,0,0,0,0,0,0,0,0,8
121,121,120,0,2070,100,0,0,0,0,0,0,0,0,8
122,122,121,0,2086,100,0,0,0,0,0,0,0,0,8
123,123,122,0,2102,100,0,0,0,0,0,0,0,0,8
124,124,123,0,2118,100,0,0,0,0,0,0,0,0,8
125,125,124,0,2134,100,0,0,0,0,0,0,0,0,1
126,126,0,1,150,116,0,0,0,0,0,0,0,0,1
127,127,1,1,166,116,0,0,0,0,0,0,0,0,1
128,128,2,1,182,116,0,0,0,0,0,0,0,0,1
129,129,3,1,198,116,0,0,0,0,0,0,0,0,1
130,130,4,1,214,116,0,0,0,0,0,0,0,0,1
131,131,5,1,230,116,0,0,0,0,0,0,0,0,1
132,132,6,1,246,116,0,0,0,0,0,0,0,0,1
133,133,7,1,262,116,0,0,0,0,0,0,0,0,1
134,134,8,1,278,116,0,0,0,0,0,0,0,0,1
135,135,9,1,294,116,0,0,0,0,0,0,0,0,1
136,136,10,1,310,116,0,0,0,0,0,0,0,0,1
137,137,11,1,326,116,0,0,0,0,0,0,0,0,1
138,138,12,1,342,116,0,0,0,0,0,0,0,0,1
139,139,13,1,358,116,0,0,0,0,0,0,0,0,1
140,140,14,1,374,116,0,0,0,0,0,0,0,0,1
141,141,15,1,390,116,0,0,0,0,0,0,0,0,1
142,142,16,1,406,116,0,0,0,0,0,0,0,0,1
143,143,17,1,422,116,0,0,0,0,0,0,0,0,1
144,144,18,1,438,116,0,0,0,0,0,0,0,0,1
145,145,19,1,454,116,0,0,0,0,0,0,0,0,1
146,146,20,1,470,116,0,0,0,0,0,0,0,0,1
147,147,21,1,486,116,0,0,0,0,0,0,0,0,1
148,148,22,1,502,116,0,0,0,0,0,0,0,0,1
149,149,23,1,518,116,0,0,0,0,0,0,0,0,1
150,150,24,1,534,116,0,0,0,0,0,0,0,0,1
151,151,25,1,550,116,0,0,0,0,0,0,0,0,1
152,152,26,1,566,116,0,0,0,0,0,0,0,0,1
153,153,27,1,582,116,0,0,0,0,0,0,0,0,9
154,154,28,1,598,116,0,0,0,0,0,0,0,0,2
155,155,29,1,614,116,0,0,0,0,0,0,0,0,2
156,156,30,1,630,116,0,0,0,0,0,0,0,0,2
157,157,31,1,646,116,0,0,0,0,0,0,0,0,2
158,158,32,1,662,116,0,0,0,0,0,0,0,0,2
159,159,33,1,678,116,0,0,0,0,0,0,0,0,2
160,160,34,1,694,116,0,0,0,0,0,0,0,0,2
161,161,35,1,710,116,0,0,0,0,0,0,0,0,2
162,162,36,1,726,116,0,0,0,0,0,0,0,0,2
163,163,37,1,742,116,0,0,0,0,0,0,0,0,2
164,164,38,1,758,116,0,0,0,0,0,0,0,0,2
165,165,39,1,774,116,0,0,0,0,0,0,0,0,2
166,166,40,1,790,116,0,0,0,0,0,0,0,0,2
167,167,41,1,806,116,0,0,0,0,0,0,0,0,2
168,168,42,1,822,116,0,0,0,0,0,0,0,0,2
169,169,43,1,838,116,0,0,0,0,0,0,0,0,2
170,170,44,1,854,116,0,0,0,0,0,0,0,0,2
171,171,45,1,870,116,0,0,0,0,0,0,0,0,2
172,172,46,1,886,116,0,0,0,0,0,0,0,0,2
173,173,47,1,902,116,0,0,0,0,0,0,0,0,2
174,174,48,1,918,116,0,0,0,0,0,0,0,0,2
175,175,49,1,934,116,0,0,0,0,0,0,0,0,2
176,176,50,1,950,116,0,0,0,0,0,0,0,0,2
177,177,51,1,966,116,0,0,0,0,0,0,0,0,2
178,178,52,1,982,116,0,0,0,0,0,0,0,0,2
179,179,53,1,998,116,0,0,0,0,0,0,0,0,2
180,180,54,1,1014,116,0,0,0,0,0,0,0,0,2
181,181,55,1,1030,116,0,0,0,0,0,0,0,0,2
182,182,56,1,1046,116,0,0,0,0,0,0,0,0,3
183,183,57,1,1062,116,0,0,0,0,0,0,0,0,4
184,184,58,1,1078,116,0,0,0,0,0,0,0,0,4
185,185,59,1,1094,116,0,0,0,0,0,0,0,0,4
186,186,60,1,1110,116,0,0,0,0,0,0,0,0,4
187,187,61,1,1126,116,0,0,0,0,0,0,0,0,4
188,188,62,1,1142,116,0,0,0,0,0,0,0,0,4
189,189,63,1,1158,116,0,0,0,0,0,0,0,0,4
190,190,64,1,1174,116,0,0,0,0,0,0,0,0,4
191,191,65,1,1190,116,0,0,0,0,0,0,0,0,4
192,192,66,1,1206,116,0,0,0,0,0,0,0,0,4
193,193,67,1,1222,116,0,0,0,0,0,0,0,0,4
194,194,68,1,1238,116,0,0,0,0,0,0,0,0,4
195,195,69,1,1254,116,0,0,0,0,0,0,0,0,5
196,196,70,1,1270,116,0,0,0,0,0,0,0,0,5
197,197,71,1,1286,116,0,0,0,0,0,0,0,0,5
198,198,72,1,1302,116,0,0,0,0,0,0,0,0,5
199,199,73,1,1318,116,0,0,0,0,0,0,0,0,5
200,200,74,1,1334,116,0,0,0,0,0,0,0,0,5
201,201,75,1,1350,116,0,0,0,0,0,0,0,0,5
202,202,76,1,1366,116,0,0,0,0,0,0,0,0,5
203,203,77,1,1382,116,0,0,0,0,0,0,0,0,5
204,204,78,1,1398,116,0,0,0,0,0,0,0,0,5
205,205,79,1,1414,116,0,0,0,0,0,0,0,0,5
206,206,80,1,1430,116,0,0,0,0,0,0,0,0,5
207,207,81,1,1446,116,0,0,0,0,0,0,0,0,5
208,208,82,1,1462,116,0,0,0,0,0,0,0,0,5
209,209,83,1,1478,116,0,0,0,0,0,0,0,0,5
210,210,84,1,1494,116,0,0,0,0,0,0,0,0,5
211,211,85,1,1510,116,0,0,0,0,0,0,0,0,5
212,212,86,1,1526,116,0,0,0,0,0,0,0,0,5
213,213,87,1,1542,116,0,0,0,0,0,0,0,0,5
214,214,88,1,1558,116,0,0,0,0,0,0,0,0,6
215,215,89,1,1574,116,0,0,0,0,0,0,0,0,6
216,216,90,1,1590,116,0,0,0,0,0,0,0,0,6
217,217,91,1,1606,116,0,0,0,0,0,0,0,0,6
218,218,92,1,1622,116,0,0,0,0,0,0,0,0,6
219,219,93,1,1638,116,0,0,0,0,0,0,0,0,6
220,220,94,1,1654,116,0,0,0,0,0,0,0,0,6
221,221,95,1,1670,116,0,0,0,0,0,0,0,0,6
222,222,96,1,1686,116,0,0,0,0,0,0,0,0,6
223,223,97,1,1702,116,0,0,0,0,0,0,0,0,6
224,224,98,1,1718,116,0,0,0,0,0,0,0,0,6
225,225,99,1,1734,116,0,0,0,0,0,0,0,0,6
226,226,100,1,1750,116,0,0,0,0,0,0,0,0,7
227,227,101,1,1766,116,0,0,0,0,0,0,0,0,7
228,228,102,1,1782,116,0,0,0,0,0,0,0,0,7
229,229,103,1,1798,116,0,0,0,0,0,0,0,0,7
230,230,104,1,1814,116,0,0,0,0,0,0,0,0,7
231,231,105,1,1830,116,0,0,0,0,0,0,0,0,7
232,232,106,1,1846,116,0,0,0,0,0,0,0,0,7
233,233,107,1,1862,116,0,0,0,0,0,0,0,0,8
234,234,108,1,1878,116,0,0,0,0,0,0,0,0,8
235,235,109,1,1894,116,0,0,0,0,0,0,0,0,8
236,236,110,1,1910,116,0,0,0,0,0,0,0,0,8
237,237,111,1,1926,116,0,0,0,0,0,0,0,0,8
238,238,112,1,1942,116,0,0,0,0,0,0,0,0,8
239,239,113,1,1958,116,0,0,0,0,0,0,0,0,8
240,240,114,1,1974,116,0,0,0,0,0,0,0,0,8
241,241,115,1,1990,116,0,0,0,0,0,0,0,0,8
242,242,116,1,2006,116,0,0,0,0,0,0,0,0,8
243,243,117,1,2022,116,0,0,0,0,0,0,0,0,8
244,244,118,1,2038,116,0,0,0,0,0,0,0,0,8
245,245,119,1,2054,116,0,0,0,0,0,0,0,0,8
246,246,120,1,2070,116,0,0,0,0,0,0,0,0,8
247,247,121,1,2086,116,0,0,0,0,0,0,0,0,8
248,248,122,1,2102,116,0,0,0,0,0,0,0,0,8
249,249,123,1,2118,116,0,0,0,0,0,0,0,0,8
250,250,124,1,2134,116,0,0,0,0,0,0,0,0,1
251,251,0,2,150,132,0,0,0,0,0,0,0,0,1
252,252,1,2,166,132,0,0,0,0,0,0,0,0,1
253,253,2,2,182,132,0,0,0,0,0,0,0,0,1
254,254,3,2,198,132,0,0,0,0,0,0,0,0,1
255,255,4,2,214,132,0,0,0,0,0,0,0,0,1
256,256,5,2,230,132,0,0,0,0,0,0,0,0,1
257,257,6,2,246,132,0,0,0,0,0,0,0,0,1
258,258,7,2,262,132,0,0,0,0,0,0,0,0,1
259,259,8,2,278,132,0,0,0,0,0,0,0,0,1
260,260,9,2,294,132,0,0,0,0,0,0,0,0,1
261,261,10,2,310,132,0,0,0,0,0,0,0,0,1
262,262,11,2,326,132,0,0,0,0,0,0,0,0,1
263,263,12,2,342,132,0,0,0,0,0,0,0,0,1
264,264,13,2,358,132,0,0,0,0,0,0,0,0,1
265,265,14,2,374,132,0,0,0,0,0,0,0,0,1
266,266,15,2,390,132,0,0,0,0,0,0,0,0,1
267,267,16,2,406,132,0,0,0,0,0,0,0,0,1
268,268,17,2,422,132,0,0,0,0,0,0,0,0,1
269,269,18,2,438,132,0,0,0,0,0,0,0,0,1
270,270,19,2,454,132,0,0,0,0,0,0,0,0,1
271,271,20,2,470,132,0,0,0,0,0,0,0,0,1
272,272,21,2,486,132,0,0,0,0,0,0,0,0,1
273,273,22,2,502,132,0,0,0,0,0,0,0,0,1
274,274,23,2,518,132,0,0,0,0,0,0,0,0,1
275,275,24,2,534,132,0,0,0,0,0,0,0,0,1
276,276,25,2,550,132,0,0,0,0,0,0,0,0,9
277,277,26,2,566,132,0,0,0,0,0,0,0,0,9
278,278,27,2,582,132,0,0,0,0,0,0,0,0,9
279,279,28,2,598,132,0,0,0,0,0,0,0,0,2
280,280,29,2,614,132,0,0,0,0,0,0,0,0,2
281,281,30,2,630,132,0,0,0,0,0,0,0,0,2
282,282,31,2,646,132,0,0,0,0,0,0,0,0,2
283,283,32,2,662,132,0,0,0,0,0,0,0,0,2
284,284,33,2,678,132,0,0,0,0,0,0,0,0,2
285,285,34,2,694,132,0,0,0,0,0,0,0,0,2
286,286,35,2,710,132,0,0,0,0,0,0,0,0,2
287,287,36,2,726,132,0,0,0,0,0,0,0,0,2
288,288,37,2,742,132,0,0,0,0,0,0,0,0,2
289,289,38,2,758,132,0,0,0,0,0,0,0,0,2
290,290,39,2,774,132,0,0,0,0,0,0,0,0,2
291,291,40,2,790,132,0,0,0,0,0,0,0,0,2
292,292,41,2,806,132,0,0,0,0,0,0,0,0,2
293,293,42,2,822,132,0,0,0,0,0,0,0,0,2
294,294,43,2,838,132,0,0,0,0,0,0,0,0,2
295,295,44,2,854,132,0,0,0,0,0,0,0,0,2
296,296,45,2,870,132,0,0,0,0,0,0,0,0,2
297,297,46,2,886,132,0,0,0,0,0,0,0,0,2
298,298,47,2,902,132,0,0,0,0,0,0,0,0,2
299,299,48,2,918,132,0,0,0,0,0,0,0,0,2
300,300,49,2,934,132,0,0,0,0,0,0,0,0,2
301,301,50,2,950,132,0,0,0,0,0,0,0,0,2
302,302,51,2,966,132,0,0,0,0,0,0,0,0,2
303,303,52,2,982,132,0,0,0,0,0,0,0,0,2
304,304,53,2,998,132,0,0,0,0,0,0,0,0,2
305,305,54,2,1014,132,0,0,0,0,0,0,0,0,2
306,306,55,2,1030,132,0,0,0,0,0,0,0,0,2
307,307,56,2,1046,132,0,0,0,0,0,0,0,0,2
308,308,57,2,1062,132,0,0,0,0,0,0,0,0,2
309,309,58,2,1078,132,0,0,0,0,0,0,0,0,4
310,310,59,2,1094,132,0,0,0,0,0,0,0,0,4
311,311,60,2,1110,132,0,0,0,0,0,0,0,0,4
312,312,61,2,1126,132,0,0,0,0,0,0,0,0,4
313,313,62,2,1142,132,0,0,0,0,0,0,0,0,4
314,314,63,2,1158,132,0,0,0,0,0,0,0,0,4
315,315,64,2,1174,132,0,0,0,0,0,0,0,0,4
316,316,65,2,1190,132,0,0,0,0,0,0,0,0,4
317,317,66,2,1206,132,0,0,0,0,0,0,0,0,4
318,318,67,2,1222,132,0,0,0,0,0,0,0,0,4
319,319,68,2,1238,132,0,0,0,0,0,0,0,0,4
320,320,69,2,1254,132,0,0,0,0,0,0,0,0,5
321,321,70,2,1270,132,0,0,0,0,0,0,0,0,5
322,322,71,2,1286,132,0,0,0,0,0,0,0,0,5
323,323,72,2,1302,132,0,0,0,0,0,0,0,0,5
324,324,73,2,1318,132,0,0,0,0,0,0,0,0,5
325,325,74,2,1334,132,0,0,0,0,0,0,0,0,5
326,326,75,2,1350,132,0,0,0,0,0,0,0,0,5
327,327,76,2,1366,132,0,0,0,0,0,0,0,0,5
328,328,77,2,1382,132,0,0,0,0,0,0,0,0,5
329,329,78,2,1398,132,0,0,0,0,0,0,0,0,5
330,330,79,2,1414,132,0,0,0,0,0,0,0,0,5
331,331,80,2,1430,132,0,0,0,0,0,0,0,0,5
332,332,81,2,1446,132,0,0,0,0,0,0,0,0,5
333,333,82,2,1462,132,0,0,0,0,0,0,0,0,5
334,334,83,2,1478,132,0,0,0,0,0,0,0,0,5
335,335,84,2,1494,132,0,0,0,0,0,0,0,0,5
336,336,85,2,1510,132,0,0,0,0,0,0,0,0,5
337,337,86,2,1526,132,0,0,0,0,0,0,0,0,5
338,338,87,2,1542,132,0,0,0,0,0,0,0,0,5
339,339,88,2,1558,132,0,0,0,0,0,0,0,0,5
340,340,89,2,1574,132,0,0,0,0,0,0,0,0,6
341,341,90,2,1590,132,0,0,0,0,0,0,0,0,6
342,342,91,2,1606,132,0,0,0,0,0,0,0,0,6
343,343,92,2,1622,132,0,0,0,0,0,0,0,0,6
344,344,93,2,1638,132,0,0,0,0,0,0,0,0,6
345,345,94,2,1654,132,0,0,0,0,0,0,0,0,6
346,346,95,2,1670,132,0,0,0,0,0,0,0,0,6
347,347,96,2,1686,132,0,0,0,0,0,0,0,0,6
348,348,97,2,1702,132,0,0,0,0,0,0,0,0,6
349,349,98,2,1718,132,0,0,0,0,0,0,0,0,6
350,350,99,2,1734,132,0,0,0,0,0,0,0,0,6
351,351,100,2,1750,132,0,0,0,0,0,0,0,0,7
352,352,101,2,1766,132,0,0,0,0,0,0,0,0,7
353,353,102,2,1782,132,0,0,0,0,0,0,0,0,7
354,354,103,2,1798,132,0,0,0,0,0,0,0,0,7
355,355,104,2,1814,132,0,0,0,0,0,0,0,0,7
356,356,105,2,1830,132,0,0,0,0,0,0,0,0,7
357,357,106,2,1846,132,0,0,0,0,0,0,0,0,8
358,358,107,2,1862,132,0,0,0,0,0,0,0,0,8
359,359,108,2,1878,132,0,0,0,0,0,0,0,0,8
360,360,109,2,1894,132,0,0,0,0,0,0,0,0,8
361,361,110,2,1910,132,0,0,0,0,0,0,0,0,8
362,362,111,2,1926,132,0,0,0,0,0,0,0,0,8
363,363,112,2,1942,132,0,0,0,0,0,0,0,0,8
364,364,113,2,1958,132,0,0,0,0,0,0,0,0,8
365,365,114,2,1974,132,0,0,0,0,0,0,0,0,8
366,366,115,2,1990,132,0,0,0,0,0,0,0,0,8
367,367,116,2,2006,132,0,0,0,0,0,0,0,0,8
368,368,117,2,2022,132,0,0,0,0,0,0,0,0,8
369,369,118,2,2038,132,0,0,0,0,0,0,0,0,8
370,370,119,2,2054,132,0,0,0,0,0,0,0,0,8
371,371,120,2,2070,132,0,0,0,0,0,0,0,0,8
372,372,121,2,2086,132,0,0,0,0,0,0,0,0,8
373,373,122,2,2102,132,0,0,0,0,0,0,0,0,8
374,374,123,2,2118,132,0,0,0,0,0,0,0,0,8
375,375,124,2,2134,132,0,0,0,0,0,0,0,0,1
376,376,0,3,150,148,0,0,0,0,0,0,0,0,1
377,377,1,3,166,148,0,0,0,0,0,0,0,0,1
378,378,2,3,182,148,0,0,0,0,0,0,0,0,1
379,379,3,3,198,148,0,0,0,0,0,0,0,0,1
380,380,4,3,214,148,0,0,0,0,0,0,0,0,1
381,381,5,3,230,148,0,0,0,0,0,0,0,0,1
382,382,6,3,246,148,0,0,0,0,0,0,0,0,1
383,383,7,3,262,148,0,0,0,0,0,0,0,0,1
384,384,8,3,278,148,0,0,0,0,0,0,0,0,1
385,385,9,3,294,148,0,0,0,0,0,0,0,0,1
386,386,10,3,310,148,0,0,0,0,0,0,0,0,1
387,387,11,3,326,148,0,0,0,0,0,0,0,0,1
388,388,12,3,342,148,0,0,0,0,0,0,0,0,1
389,389,13,3,358,148,0,0,0,0,0,0,0,0,1
390,390,14,3,374,148,0,0,0,0,0,0,0,0,1
391,391,15,3,390,148,0,0,0,0,0,0,0,0,1
392,392,16,3,406,148,0,0,0,0,0,0,0,0,1
393,393,17,3,422,148,0,0,0,0,0,0,0,0,1
394,394,18,3,438,148,0,0,0,0,0,0,0,0,1
395,395,19,3,454,148,0,0,0,0,0,0,0,0,1
396,396,20,3,470,148,0,0,0,0,0,0,0,0,1
397,397,21,3,486,148,0,0,0,0,0,0,0,0,1
398,398,22,3,502,148,0,0,0,0,0,0,0,0,1
399,399,23,3,518,148,0,0,0,0,0,0,0,0,9
400,400,24,3,534,148,0,0,0,0,0,0,0,0,9
401,401,25,3,550,148,0,0,0,0,0,0,0,0,9
402,402,26,3,566,148,0,0,0,0,0,0,0,0,9
403,403,27,3,582,148,0,0,0,0,0,0,0,0,9
404,404,28,3,598,148,0,0,0,0,0,0,0,0,2
405,405,29,3,614,148,0,0,0,0,0,0,0,0,2
406,406,30,3,630,148,0,0,0,0,0,0,0,0,2
407,407,31,3,646,148,0,0,0,0,0,0,0,0,2
408,408,32,3,662,148,0,0,0,0,0,0,0,0,2
409,409,33,3,678,148,0,0,0,0,0,0,0,0,2
410,410,34,3,694,148,0,0,0,0,0,0,0,0,2
411,411,35,3,710,148,0,0,0,0,0,0,0,0,2
412,412,36,3,726,148,0,0,0,0,0,0,0,0,2
413,413,37,3,742,148,0,0,0,0,0,0,0,0,2
414,414,38,3,758,148,0,0,0,0,0,0,0,0,2
415,415,39,3,774,148,0,0,0,0,0,0,0,0,2
416,416,40,3,790,148,0,0,0,0,0,0,0,0,2
417,417,41,3,806,148,0,0,0,0,0,0,0,0,2
418,418,42,3,822,148,0,0,0,0,0,0,0,0,2
419,419,43,3,838,148,0,0,0,0,0,0,0,0,2
420,420,44,3,854,148,0,0,0,0,0,0,0,0,2
421,421,45,3,870,148,0,0,0,0,0,0,0,0,2
422,422,46,3,886,148,0,0,0,0,0,0,0,0,2
423,423,47,3,902,148,0,0,0,0,0,0,0,0,2
424,424,48,3,918,148,0,0,0,0,0,0,0,0,2
425,425,49,3,934,148,0,0,0,0,0,0,0,0,2
426,426,50,3,950,148,0,0,0,0,0,0,0,0,2
427,427,51,3,966,148,0,0,0,0,0,0,0,0,2
428,428,52,3,982,148,0,0,0,0,0,0,0,0,2
429,429,53,3,998,148,0,0,0,0,0,0,0,0,2
430,430,54,3,1014,148,0,0,0,0,0,0,0,0,2
431,431,55,3,1030,148,0,0,0,0,0,0,0,0,2
432,432,56,3,1046,148,0,0,0,0,0,0,0,0,2
433,433,57,3,1062,148,0,0,0,0,0,0,0,0,2
434,434,58,3,1078,148,0,0,0,0,0,0,0,0,2
435,435,59,3,1094,148,0,0,0,0,0,0,0,0,4
436,436,60,3,1110,148,0,0,0,0,0,0,0,0,4
437,437,61,3,1126,148,0,0,0,0,0,0,0,0,4
438,438,62,3,1142,148,0,0,0,0,0,0,0,0,4
439,439,63,3,1158,148,0,0,0,0,0,0,0,0,4
440,440,64,3,1174,148,0,0,0,0,0,0,0,0,4
441,441,65,3,1190,148,0,0,0,0,0,0,0,0,4
442,442,66,3,1206,148,0,0,0,0,0,0,0,0,4
443,443,67,3,1222,148,0,0,0,0,0,0,0,0,5
444,444,68,3,1238,148,0,0,0,0,0,0,0,0,5
445,445,69,3,1254,148,0,0,0,0,0,0,0,0,5
446,446,70,3,1270,148,0,0,0,0,0,0,0,0,5
447,447,71,3,1286,148,0,0,0,0,0,0,0,0,5
448,448,72,3,1302,148,0,0,0,0,0,0,0,0,5
449,449,73,3,1318,148,0,0,0,0,0,0,0,0,5
450,450,74,3,1334,148,0,0,0,0,0,0,0,0,5
451,451,75,3,1350,148,0,0,0,0,0,0,0,0,5
452,452,76,3,1366,148,0,0,0,0,0,0,0,0,5
453,453,77,3,1382,148,0,0,0,0,0,0,0,0,5
