SerialNo,SubsetNo,X,Y,Xオリジナル,Yオリジナル,垂直ひずみ成分εx,垂直ひずみ成分εy,せん断ひずみ成分γxy,主ひずみε1,主ひずみε2,主せん断ひずみγ1,主ひずみ方向θ,体積ひずみ(平面ひずみ条件)εV,応力0MPa_GN_Resample
2575,2575,74,20,1334,420,0,0,0,0,0,0,0,0,11
2576,2576,75,20,1350,420,0,0,0,0,0,0,0,0,11
2577,2577,76,20,1366,420,0,0,0,0,0,0,0,0,11
2578,2578,77,20,1382,420,0,0,0,0,0,0,0,0,3
2579,2579,78,20,1398,420,0,0,0,0,0,0,0,0,11
2580,2580,79,20,1414,420,0,0,0,0,0,0,0,0,5
2581,2581,80,20,1430,420,0,0,0,0,0,0,0,0,5
2582,2582,81,20,1446,420,0,0,0,0,0,0,0,0,3
2583,2583,82,20,1462,420,0,0,0,0,0,0,0,0,3
2584,2584,83,20,1478,420,0,0,0,0,0,0,0,0,5
2585,2585,84,20,1494,420,0,0,0,0,0,0,0,0,3
2586,2586,85,20,1510,420,0,0,0,0,0,0,0,0,12
2587,2587,86,20,1526,420,0,0,0,0,0,0,0,0,12
2588,2588,87,20,1542,420,0,0,0,0,0,0,0,0,5
2589,2589,88,20,1558,420,0,0,0,0,0,0,0,0,5
2590,2590,89,20,1574,420,0,0,0,0,0,0,0,0,5
2591,2591,90,20,1590,420,0,0,0,0,0,0,0,0,5
2592,2592,91,20,1606,420,0,0,0,0,0,0,0,0,5
2593,2593,92,20,1622,420,0,0,0,0,0,0,0,0,5
2594,2594,93,20,1638,420,0,0,0,0,0,0,0,0,5
2595,2595,94,20,1654,420,0,0,0,0,0,0,0,0,5
2596,2596,95,20,1670,420,0,0,0,0,0,0,0,0,5
2597,2597,96,20,1686,420,0,0,0,0,0,0,0,0,5
2598,2598,97,20,1702,420,0,0,0,0,0,0,0,0,5
2599,2599,98,20,1718,420,0,0,0,0,0,0,0,0,5
2600,2600,99,20,1734,420,0,0,0,0,0,0,0,0,5
2601,2601,100,20,1750,420,0,0,0,0,0,0,0,0,14
2602,2602,101,20,1766,420,0,0,0,0,0,0,0,0,14
2603,2603,102,20,1782,420,0,0,0,0,0,0,0,0,14
2604,2604,103,20,1798,420,0,0,0,0,0,0,0,0,14
2605,2605,104,20,1814,420,0,0,0,0,0,0,0,0,14
2606,2606,105,20,1830,420,0,0,0,0,0,0,0,0,14
2607,2607,106,20,1846,420,0,0,0,0,0,0,0,0,14
2608,2608,107,20,1862,420,0,0,0,0,0,0,0,0,14
2609,2609,108,20,1878,420,0,0,0,0,0,0,0,0,14
2610,2610,109,20,1894,420,0,0,0,0,0,0,0,0,14
2611,2611,110,20,1910,420,0,0,0,0,0,0,0,0,14
2612,2612,111,20,1926,420,0,0,0,0,0,0,0,0,14
2613,2613,112,20,1942,420,0,0,0,0,0,0,0,0,14
2614,2614,113,20,1958,420,0,0,0,0,0,0,0,0,14
2615,2615,114,20,1974,420,0,0,0,0,0,0,0,0,14
2616,2616,115,20,1990,420,0,0,0,0,0,0,0,0,14
2617,2617,116,20,2006,420,0,0,0,0,0,0,0,0,14
2618,2618,117,20,2022,420,0,0,0,0,0,0,0,0,14
2619,2619,118,20,2038,420,0,0,0,0,0,0,0,0,14
2620,2620,119,20,2054,420,0,0,0,0,0,0,0,0,10
2621,2621,120,20,2070,420,0,0,0,0,0,0,0,0,10
2622,2622,121,20,2086,420,0,0,0,0,0,0,0,0,10
2623,2623,122,20,2102,420,0,0,0,0,0,0,0,0,10
2624,2624,123,20,2118,420,0,0,0,0,0,0,0,0,10
2625,2625,124,20,2134,420,0,0,0,0,0,0,0,0,9
2626,2626,0,21,150,436,0,0,0,0,0,0,0,0,9
2627,2627,1,21,166,436,0,0,0,0,0,0,0,0,9
2628,2628,2,21,182,436,0,0,0,0,0,0,0,0,9
2629,2629,3,21,198,436,0,0,0,0,0,0,0,0,9
2630,2630,4,21,214,436,0,0,0,0,0,0,0,0,9
2631,2631,5,21,230,436,0,0,0,0,0,0,0,0,9
2632,2632,6,21,246,436,0,0,0,0,0,0,0,0,9
2633,2633,7,21,262,436,0,0,0,0,0,0,0,0,9
2634,2634,8,21,278,436,0,0,0,0,0,0,0,0,9
2635,2635,9,21,294,436,0,0,0,0,0,0,0,0,9
2636,2636,10,21,310,436,0,0,0,0,0,0,0,0,9
2637,2637,11,21,326,436,0,0,0,0,0,0,0,0,9
2638,2638,12,21,342,436,0,0,0,0,0,0,0,0,9
2639,2639,13,21,358,436,0,0,0,0,0,0,0,0,9
2640,2640,14,21,374,436,0,0,0,0,0,0,0,0,9
2641,2641,15,21,390,436,0,0,0,0,0,0,0,0,9
2642,2642,16,21,406,436,0,0,0,0,0,0,0,0,9
2643,2643,17,21,422,436,0,0,0,0,0,0,0,0,9
2644,2644,18,21,438,436,0,0,0,0,0,0,0,0,9
2645,2645,19,21,454,436,0,0,0,0,0,0,0,0,9
2646,2646,20,21,470,436,0,0,0,0,0,0,0,0,9
2647,2647,21,21,486,436,0,0,0,0,0,0,0,0,9
2648,2648,22,21,502,436,0,0,0,0,0,0,0,0,9
2649,2649,23,21,518,436,0,0,0,0,0,0,0,0,9
2650,2650,24,21,534,436,0,0,0,0,0,0,0,0,9
2651,2651,25,21,550,436,0,0,0,0,0,0,0,0,9
2652,2652,26,21,566,436,0,0,0,0,0,0,0,0,9
2653,2653,27,21,582,436,0,0,0,0,0,0,0,0,9
2654,2654,28,21,598,436,0,0,0,0,0,0,0,0,9
2655,2655,29,21,614,436,0,0,0,0,0,0,0,0,9
2656,2656,30,21,630,436,0,0,0,0,0,0,0,0,9
2657,2657,31,21,646,436,0,0,0,0,0,0,0,0,9
2658,2658,32,21,662,436,0,0,0,0,0,0,0,0,9
2659,2659,33,21,678,436,0,0,0,0,0,0,0,0,9
2660,2660,34,21,694,436,0,0,0,0,0,0,0,0,9
2661,2661,35,21,710,436,0,0,0,0,0,0,0,0,9
2662,2662,36,21,726,436,0,0,0,0,0,0,0,0,9
2663,2663,37,21,742,436,0,0,0,0,0,0,0,0,2
2664,2664,38,21,758,436,0,0,0,0,0,0,0,0,2
2665,2665,39,21,774,436,0,0,0,0,0,0,0,0,2
2666,2666,40,21,790,436,0,0,0,0,0,0,0,0,2
2667,2667,41,21,806,436,0,0,0,0,0,0,0,0,2
2668,2668,42,21,822,436,0,0,0,0,0,0,0,0,2
2669,2669,43,21,838,436,0,0,0,0,0,0,0,0,2
2670,2670,44,21,854,436,0,0,0,0,0,0,0,0,2
2671,2671,45,21,870,436,0,0,0,0,0,0,0,0,2
2672,2672,46,21,886,436,0,0,0,0,0,0,0,0,2
2673,2673,47,21,902,436,0,0,0,0,0,0,0,0,2
2674,2674,48,21,918,436,0,0,0,0,0,0,0,0,2
2675,2675,49,21,934,436,0,0,0,0,0,0,0,0,2
2676,2676,50,21,950,436,0,0,0,0,0,0,0,0,2
2677,2677,51,21,966,436,0,0,0,0,0,0,0,0,2
2678,2678,52,21,982,436,0,0,0,0,0,0,0,0,2
2679,2679,53,21,998,436,0,0,0,0,0,0,0,0,2
2680,2680,54,21,1014,436,0,0,0,0,0,0,0,0,2
2681,2681,55,21,1030,436,0,0,0,0,0,0,0,0,2
2682,2682,56,21,1046,436,0,0,0,0,0,0,0,0,2
2683,2683,57,21,1062,436,0,0,0,0,0,0,0,0,2
2684,2684,58,21,1078,436,0,0,0,0,0,0,0,0,2
2685,2685,59,21,1094,436,0,0,0,0,0,0,0,0,2
2686,2686,60,21,1110,436,0,0,0,0,0,0,0,0,2
2687,2687,61,21,1126,436,0,0,0,0,0,0,0,0,2
2688,2688,62,21,1142,436,0,0,0,0,0,0,0,0,2
2689,2689,63,21,1158,436,0,0,0,0,0,0,0,0,2
2690,2690,64,21,1174,436,0,0,0,0,0,0,0,0,2
2691,2691,65,21,1190,436,0,0,0,0,0,0,0,0,2
2692,2692,66,21,1206,436,0,0,0,0,0,0,0,0,2
2693,2693,67,21,1222,436,0,0,0,0,0,0,0,0,2
2694,2694,68,21,1238,436,0,0,0,0,0,0,0,0,2
2695,2695,69,21,1254,436,0,0,0,0,0,0,0,0,11
2696,2696,70,21,1270,436,0,0,0,0,0,0,0,0,11
2697,2697,71,21,1286,436,0,0,0,0,0,0,0,0,11
2698,2698,72,21,1302,436,0,0,0,0,0,0,0,0,11
2699,2699,73,21,1318,436,0,0,0,0,0,0,0,0,11
2700,2700,74,21,1334,436,0,0,0,0,0,0,0,0,11
2701,2701,75,21,1350,436,0,0,0,0,0,0,0,0,11
2702,2702,76,21,1366,436,0,0,0,0,0,0,0,0,11
2703,2703,77,21,1382,436,0,0,0,0,0,0,0,0,3
2704,2704,78,21,1398,436,0,0,0,0,0,0,0,0,11
2705,2705,79,21,1414,436,0,0,0,0,0,0,0,0,5
2706,2706,80,21,1430,436,0,0,0,0,0,0,0,0,5
2707,2707,81,21,1446,436,0,0,0,0,0,0,0,0,3
2708,2708,82,21,1462,436,0,0,0,0,0,0,0,0,5
2709,2709,83,21,1478,436,0,0,0,0,0,0,0,0,3
2710,2710,84,21,1494,436,0,0,0,0,0,0,0,0,3
2711,2711,85,21,1510,436,0,0,0,0,0,0,0,0,3
2712,2712,86,21,1526,436,0,0,0,0,0,0,0,0,5
2713,2713,87,21,1542,436,0,0,0,0,0,0,0,0,5
2714,2714,88,21,1558,436,0,0,0,0,0,0,0,0,5
2715,2715,89,21,1574,436,0,0,0,0,0,0,0,0,5
2716,2716,90,21,1590,436,0,0,0,0,0,0,0,0,5
2717,2717,91,21,1606,436,0,0,0,0,0,0,0,0,5
2718,2718,92,21,1622,436,0,0,0,0,0,0,0,0,5
2719,2719,93,21,1638,436,0,0,0,0,0,0,0,0,5
2720,2720,94,21,1654,436,0,0,0,0,0,0,0,0,5
2721,2721,95,21,1670,436,0,0,0,0,0,0,0,0,15
2722,2722,96,21,1686,436,0,0,0,0,0,0,0,0,15
2723,2723,97,21,1702,436,0,0,0,0,0,0,0,0,15
2724,2724,98,21,1718,436,0,0,0,0,0,0,0,0,15
2725,2725,99,21,1734,436,0,0,0,0,0,0,0,0,15
2726,2726,100,21,1750,436,0,0,0,0,0,0,0,0,14
2727,2727,101,21,1766,436,0,0,0,0,0,0,0,0,14
2728,2728,102,21,1782,436,0,0,0,0,0,0,0,0,14
2729,2729,103,21,1798,436,0,0,0,0,0,0,0,0,14
2730,2730,104,21,1814,436,0,0,0,0,0,0,0,0,14
2731,2731,105,21,1830,436,0,0,0,0,0,0,0,0,14
2732,2732,106,21,1846,436,0,0,0,0,0,0,0,0,14
2733,2733,107,21,1862,436,0,0,0,0,0,0,0,0,14
2734,2734,108,21,1878,436,0,0,0,0,0,0,0,0,14
2735,2735,109,21,1894,436,0,0,0,0,0,0,0,0,14
2736,2736,110,21,1910,436,0,0,0,0,0,0,0,0,14
2737,2737,111,21,1926,436,0,0,0,0,0,0,0,0,14
2738,2738,112,21,1942,436,0,0,0,0,0,0,0,0,14
2739,2739,113,21,1958,436,0,0,0,0,0,0,0,0,14
2740,2740,114,21,1974,436,0,0,0,0,0,0,0,0,14
2741,2741,115,21,1990,436,0,0,0,0,0,0,0,0,14
2742,2742,116,21,2006,436,0,0,0,0,0,0,0,0,14
2743,2743,117,21,2022,436,0,0,0,0,0,0,0,0,14
2744,2744,118,21,2038,436,0,0,0,0,0,0,0,0,14
2745,2745,119,21,2054,436,0,0,0,0,0,0,0,0,14
2746,2746,120,21,2070,436,0,0,0,0,0,0,0,0,14
2747,2747,121,21,2086,436,0,0,0,0,0,0,0,0,14
2748,2748,122,21,2102,436,0,0,0,0,0,0,0,0,14
2749,2749,123,21,2118,436,0,0,0,0,0,0,0,0,10
2750,2750,124,21,2134,436,0,0,0,0,0,0,0,0,9
2751,2751,0,22,150,452,0,0,0,0,0,0,0,0,9
2752,2752,1,22,166,452,0,0,0,0,0,0,0,0,9
2753,2753,2,22,182,452,0,0,0,0,0,0,0,0,9
2754,2754,3,22,198,452,0,0,0,0,0,0,0,0,9
2755,2755,4,22,214,452,0,0,0,0,0,0,0,0,9
2756,2756,5,22,230,452,0,0,0,0,0,0,0,0,9
2757,2757,6,22,246,452,0,0,0,0,0,0,0,0,9
2758,2758,7,22,262,452,0,0,0,0,0,0,0,0,9
2759,2759,8,22,278,452,0,0,0,0,0,0,0,0,9
2760,2760,9,22,294,452,0,0,0,0,0,0,0,0,9
2761,2761,10,22,310,452,0,0,0,0,0,0,0,0,9
2762,2762,11,22,326,452,0,0,0,0,0,0,0,0,9
2763,2763,12,22,342,452,0,0,0,0,0,0,0,0,9
2764,2764,13,22,358,452,0,0,0,0,0,0,0,0,9
2765,2765,14,22,374,452,0,0,0,0,0,0,0,0,9
2766,2766,15,22,390,452,0,0,0,0,0,0,0,0,9
2767,2767,16,22,406,452,0,0,0,0,0,0,0,0,9
2768,2768,17,22,422,452,0,0,0,0,0,0,0,0,9
2769,2769,18,22,438,452,0,0,0,0,0,0,0,0,9
2770,2770,19,22,454,452,0,0,0,0,0,0,0,0,9
2771,2771,20,22,470,452,0,0,0,0,0,0,0,0,9
2772,2772,21,22,486,452,0,0,0,0,0,0,0,0,9
2773,2773,22,22,502,452,0,0,0,0,0,0,0,0,9
2774,2774,23,22,518,452,0,0,0,0,0,0,0,0,9
2775,2775,24,22,534,452,0,0,0,0,0,0,0,0,9
2776,2776,25,22,550,452,0,0,0,0,0,0,0,0,9
2777,2777,26,22,566,452,0,0,0,0,0,0,0,0,9
2778,2778,27,22,582,452,0,0,0,0,0,0,0,0,9
2779,2779,28,22,598,452,0,0,0,0,0,0,0,0,9
2780,2780,29,22,614,452,0,0,0,0,0,0,0,0,9
2781,2781,30,22,630,452,0,0,0,0,0,0,0,0,9
2782,2782,31,22,646,452,0,0,0,0,0,0,0,0,9
2783,2783,32,22,662,452,0,0,0,0,0,0,0,0,9
2784,2784,33,22,678,452,0,0,0,0,0,0,0,0,9
2785,2785,34,22,694,452,0,0,0,0,0,0,0,0,9
2786,2786,35,22,710,452,0,0,0,0,0,0,0,0,9
2787,2787,36,22,726,452,0,0,0,0,0,0,0,0,9
2788,2788,37,22,742,452,0,0,0,0,0,0,0,0,2
2789,2789,38,22,758,452,0,0,0,0,0,0,0,0,2
2790,2790,39,22,774,452,0,0,0,0,0,0,0,0,2
2791,2791,40,22,790,452,0,0,0,0,0,0,0,0,2
2792,2792,41,22,806,452,0,0,0,0,0,0,0,0,2
2793,2793,42,22,822,452,0,0,0,0,0,0,0,0,2
2794,2794,43,22,838,452,0,0,0,0,0,0,0,0,2
2795,2795,44,22,854,452,0,0,0,0,0,0,0,0,2
2796,2796,45,22,870,452,0,0,0,0,0,0,0,0,2
2797,2797,46,22,886,452,0,0,0,0,0,0,0,0,2
2798,2798,47,22,902,452,0,0,0,0,0,0,0,0,2
2799,2799,48,22,918,452,0,0,0,0,0,0,0,0,2
2800,2800,49,22,934,452,0,0,0,0,0,0,0,0,2
2801,2801,50,22,950,452,0,0,0,0,0,0,0,0,2
2802,2802,51,22,966,452,0,0,0,0,0,0,0,0,2
2803,2803,52,22,982,452,0,0,0,0,0,0,0,0,2
2804,2804,53,22,998,452,0,0,0,0,0,0,0,0,2
2805,2805,54,22,1014,452,0,0,0,0,0,0,0,0,2
2806,2806,55,22,1030,452,0,0,0,0,0,0,0,0,2
2807,2807,56,22,1046,452,0,0,0,0,0,0,0,0,2
2808,2808,57,22,1062,452,0,0,0,0,0,0,0,0,2
2809,2809,58,22,1078,452,0,0,0,0,0,0,0,0,2
2810,2810,59,22,1094,452,0,0,0,0,0,0,0,0,2
2811,2811,60,22,1110,452,0,0,0,0,0,0,0,0,2
2812,2812,61,22,1126,452,0,0,0,0,0,0,0,0,2
2813,2813,62,22,1142,452,0,0,0,0,0,0,0,0,2
2814,2814,63,22,1158,452,0,0,0,0,0,0,0,0,2
2815,2815,64,22,1174,452,0,0,0,0,0,0,0,0,2
2816,2816,65,22,1190,452,0,0,0,0,0,0,0,0,2
2817,2817,66,22,1206,452,0,0,0,0,0,0,0,0,2
2818,2818,67,22,1222,452,0,0,0,0,0,0,0,0,2
2819,2819,68,22,1238,452,0,0,0,0,0,0,0,0,2
2820,2820,69,22,1254,452,0,0,0,0,0,0,0,0,11
2821,2821,70,22,1270,452,0,0,0,0,0,0,0,0,11
2822,2822,71,22,1286,452,0,0,0,0,0,0,0,0,11
2823,2823,72,22,1302,452,0,0,0,0,0,0,0,0,11
2824,2824,73,22,1318,452,0,0,0,0,0,0,0,0,11
2825,2825,74,22,1334,452,0,0,0,0,0,0,0,0,11
2826,2826,75,22,1350,452,0,0,0,0,0,0,0,0,11
2827,2827,76,22,1366,452,0,0,0,0,0,0,0,0,11
2828,2828,77,22,1382,452,0,0,0,0,0,0,0,0,3
2829,2829,78,22,1398,452,0,0,0,0,0,0,0,0,11
2830,2830,79,22,1414,452,0,0,0,0,0,0,0,0,11
2831,2831,80,22,1430,452,0,0,0,0,0,0,0,0,5
2832,2832,81,22,1446,452,0,0,0,0,0,0,0,0,3
2833,2833,82,22,1462,452,0,0,0,0,0,0,0,0,5
2834,2834,83,22,1478,452,0,0,0,0,0,0,0,0,5
2835,2835,84,22,1494,452,0,0,0,0,0,0,0,0,3
2836,2836,85,22,1510,452,0,0,0,0,0,0,0,0,3
2837,2837,86,22,1526,452,0,0,0,0,0,0,0,0,5
2838,2838,87,22,1542,452,0,0,0,0,0,0,0,0,5
2839,2839,88,22,1558,452,0,0,0,0,0,0,0,0,5
2840,2840,89,22,1574,452,0,0,0,0,0,0,0,0,5
2841,2841,90,22,1590,452,0,0,0,0,0,0,0,0,5
2842,2842,91,22,1606,452,0,0,0,0,0,0,0,0,5
2843,2843,92,22,1622,452,0,0,0,0,0,0,0,0,5
2844,2844,93,22,1638,452,0,0,0,0,0,0,0,0,15
2845,2845,94,22,1654,452,0,0,0,0,0,0,0,0,15
2846,2846,95,22,1670,452,0,0,0,0,0,0,0,0,15
2847,2847,96,22,1686,452,0,0,0,0,0,0,0,0,15
2848,2848,97,22,1702,452,0,0,0,0,0,0,0,0,15
2849,2849,98,22,1718,452,0,0,0,0,0,0,0,0,15
2850,2850,99,22,1734,452,0,0,0,0,0,0,0,0,15
2851,2851,100,22,1750,452,0,0,0,0,0,0,0,0,14
2852,2852,101,22,1766,452,0,0,0,0,0,0,0,0,14
2853,2853,102,22,1782,452,0,0,0,0,0,0,0,0,14
2854,2854,103,22,1798,452,0,0,0,0,0,0,0,0,14
2855,2855,104,22,1814,452,0,0,0,0,0,0,0,0,14
2856,2856,105,22,1830,452,0,0,0,0,0,0,0,0,14
2857,2857,106,22,1846,452,0,0,0,0,0,0,0,0,14
2858,2858,107,22,1862,452,0,0,0,0,0,0,0,0,14
2859,2859,108,22,1878,452,0,0,0,0,0,0,0,0,14
2860,2860,109,22,1894,452,0,0,0,0,0,0,0,0,14
2861,2861,110,22,1910,452,0,0,0,0,0,0,0,0,14
2862,2862,111,22,1926,452,0,0,0,0,0,0,0,0,14
2863,2863,112,22,1942,452,0,0,0,0,0,0,0,0,14
2864,2864,113,22,1958,452,0,0,0,0,0,0,0,0,14
2865,2865,114,22,1974,452,0,0,0,0,0,0,0,0,14
2866,2866,115,22,1990,452,0,0,0,0,0,0,0,0,14
2867,2867,116,22,2006,452,0,0,0,0,0,0,0,0,14
2868,2868,117,22,2022,452,0,0,0,0,0,0,0,0,14
2869,2869,118,22,2038,452,0,0,0,0,0,0,0,0,14
2870,2870,119,22,2054,452,0,0,0,0,0,0,0,0,14
2871,2871,120,22,2070,452,0,0,0,0,0,0,0,0,14
2872,2872,121,22,2086,452,0,0,0,0,0,0,0,0,14
2873,2873,122,22,2102,452,0,0,0,0,0,0,0,0,14
2874,2874,123,22,2118,452,0,0,0,0,0,0,0,0,14
2875,2875,124,22,2134,452,0,0,0,0,0,0,0,0,9
2876,2876,0,23,150,468,0,0,0,0,0,0,0,0,9
2877,2877,1,23,166,468,0,0,0,0,0,0,0,0,9
2878,2878,2,23,182,468,0,0,0,0,0,0,0,0,9
2879,2879,3,23,198,468,0,0,0,0,0,0,0,0,9
2880,2880,4,23,214,468,0,0,0,0,0,0,0,0,9
2881,2881,5,23,230,468,0,0,0,0,0,0,0,0,9
2882,2882,6,23,246,468,0,0,0,0,0,0,0,0,9
2883,2883,7,23,262,468,0,0,0,0,0,0,0,0,9
2884,2884,8,23,278,468,0,0,0,0,0,0,0,0,9
2885,2885,9,23,294,468,0,0,0,0,0,0,0,0,9
2886,2886,10,23,310,468,0,0,0,0,0,0,0,0,9
2887,2887,11,23,326,468,0,0,0,0,0,0,0,0,9
2888,2888,12,23,342,468,0,0,0,0,0,0,0,0,9
2889,2889,13,23,358,468,0,0,0,0,0,0,0,0,9
2890,2890,14,23,374,468,0,0,0,0,0,0,0,0,9
2891,2891,15,23,390,468,0,0,0,0,0,0,0,0,9
2892,2892,16,23,406,468,0,0,0,0,0,0,0,0,9
2893,2893,17,23,422,468,0,0,0,0,0,0,0,0,9
2894,2894,18,23,438,468,0,0,0,0,0,0,0,0,9
2895,2895,19,23,454,468,0,0,0,0,0,0,0,0,9
2896,2896,20,23,470,468,0,0,0,0,0,0,0,0,9
2897,2897,21,23,486,468,0,0,0,0,0,0,0,0,9
2898,2898,22,23,502,468,0,0,0,0,0,0,0,0,9
2899,2899,23,23,518,468,0,0,0,0,0,0,0,0,9
2900,2900,24,23,534,468,0,0,0,0,0,0,0,0,9
2901,2901,25,23,550,468,0,0,0,0,0,0,0,0,9
2902,2902,26,23,566,468,0,0,0,0,0,0,0,0,9
2903,2903,27,23,582,468,0,0,0,0,0,0,0,0,9
2904,2904,28,23,598,468,0,0,0,0,0,0,0,0,9
2905,2905,29,23,614,468,0,0,0,0,0,0,0,0,9
2906,2906,30,23,630,468,0,0,0,0,0,0,0,0,9
2907,2907,31,23,646,468,0,0,0,0,0,0,0,0,9
2908,2908,32,23,662,468,0,0,0,0,0,0,0,0,9
2909,2909,33,23,678,468,0,0,0,0,0,0,0,0,9
2910,2910,34,23,694,468,0,0,0,0,0,0,0,0,9
2911,2911,35,23,710,468,0,0,0,0,0,0,0,0,9
2912,2912,36,23,726,468,0,0,0,0,0,0,0,0,9
2913,2913,37,23,742,468,0,0,0,0,0,0,0,0,2
2914,2914,38,23,758,468,0,0,0,0,0,0,0,0,2
2915,2915,39,23,774,468,0,0,0,0,0,0,0,0,2
2916,2916,40,23,790,468,0,0,0,0,0,0,0,0,2
2917,2917,41,23,806,468,0,0,0,0,0,0,0,0,2
2918,2918,42,23,822,468,0,0,0,0,0,0,0,0,2
2919,2919,43,23,838,468,0,0,0,0,0,0,0,0,2
2920,2920,44,23,854,468,0,0,0,0,0,0,0,0,2
2921,2921,45,23,870,468,0,0,0,0,0,0,0,0,2
2922,2922,46,23,886,468,0,0,0,0,0,0,0,0,2
2923,2923,47,23,902,468,0,0,0,0,0,0,0,0,2
2924,2924,48,23,918,468,0,0,0,0,0,0,0,0,2
2925,2925,49,23,934,468,0,0,0,0,0,0,0,0,2
2926,2926,50,23,950,468,0,0,0,0,0,0,0,0,2
2927,2927,51,23,966,468,0,0,0,0,0,0,0,0,2
2928,2928,52,23,982,468,0,0,0,0,0,0,0,0,2
2929,2929,53,23,998,468,0,0,0,0,0,0,0,0,2
2930,2930,54,23,1014,468,0,0,0,0,0,0,0,0,2
2931,2931,55,23,1030,468,0,0,0,0,0,0,0,0,2
2932,2932,56,23,1046,468,0,0,0,0,0,0,0,0,2
2933,2933,57,23,1062,468,0,0,0,0,0,0,0,0,2
2934,2934,58,23,1078,468,0,0,0,0,0,0,0,0,2
2935,2935,59,23,1094,468,0,0,0,0,0,0,0,0,2
2936,2936,60,23,1110,468,0,0,0,0,0,0,0,0,2
2937,2937,61,23,1126,468,0,0,0,0,0,0,0,0,2
2938,2938,62,23,1142,468,0,0,0,0,0,0,0,0,2
2939,2939,63,23,1158,468,0,0,0,0,0,0,0,0,2
2940,2940,64,23,1174,468,0,0,0,0,0,0,0,0,2
2941,2941,65,23,1190,468,0,0,0,0,0,0,0,0,2
2942,2942,66,23,1206,468,0,0,0,0,0,0,0,0,2
2943,2943,67,23,1222,468,0,0,0,0,0,0,0,0,2
2944,2944,68,23,1238,468,0,0,0,0,0,0,0,0,2
2945,2945,69,23,1254,468,0,0,0,0,0,0,0,0,2
2946,2946,70,23,1270,468,0,0,0,0,0,0,0,0,11
2947,2947,71,23,1286,468,0,0,0,0,0,0,0,0,11
2948,2948,72,23,1302,468,0,0,0,0,0,0,0,0,11
2949,2949,73,23,1318,468,0,0,0,0,0,0,0,0,11
2950,2950,74,23,1334,468,0,0,0,0,0,0,0,0,11
2951,2951,75,23,1350,468,0,0,0,0,0,0,0,0,11
2952,2952,76,23,1366,468,0,0,0,0,0,0,0,0,11
2953,2953,77,23,1382,468,0,0,0,0,0,0,0,0,11
2954,2954,78,23,1398,468,0,0,0,0,0,0,0,0,11
2955,2955,79,23,1414,468,0,0,0,0,0,0,0,0,11
2956,2956,80,23,1430,468,0,0,0,0,0,0,0,0,5
2957,2957,81,23,1446,468,0,0,0,0,0,0,0,0,5
2958,2958,82,23,1462,468,0,0,0,0,0,0,0,0,5
2959,2959,83,23,1478,468,0,0,0,0,0,0,0,0,5
2960,2960,84,23,1494,468,0,0,0,0,0,0,0,0,3
2961,2961,85,23,1510,468,0,0,0,0,0,0,0,0,3
2962,2962,86,23,1526,468,0,0,0,0,0,0,0,0,5
2963,2963,87,23,1542,468,0,0,0,0,0,0,0,0,5
2964,2964,88,23,1558,468,0,0,0,0,0,0,0,0,5
2965,2965,89,23,1574,468,0,0,0,0,0,0,0,0,5
2966,2966,90,23,1590,468,0,0,0,0,0,0,0,0,5
2967,2967,91,23,1606,468,0,0,0,0,0,0,0,0,5
2968,2968,92,23,1622,468,0,0,0,0,0,0,0,0,15
2969,2969,93,23,1638,468,0,0,0,0,0,0,0,0,15
2970,2970,94,23,1654,468,0,0,0,0,0,0,0,0,15
2971,2971,95,23,1670,468,0,0,0,0,0,0,0,0,15
2972,2972,96,23,1686,468,0,0,0,0,0,0,0,0,15
2973,2973,97,23,1702,468,0,0,0,0,0,0,0,0,15
2974,2974,98,23,1718,468,0,0,0,0,0,0,0,0,15
2975,2975,99,23,1734,468,0,0,0,0,0,0,0,0,15
2976,2976,100,23,1750,468,0,0,0,0,0,0,0,0,14
2977,2977,101,23,1766,468,0,0,0,0,0,0,0,0,14
2978,2978,102,23,1782,468,0,0,0,0,0,0,0,0,14
2979,2979,103,23,1798,468,0,0,0,0,0,0,0,0,14
2980,2980,104,23,1814,468,0,0,0,0,0,0,0,0,14
2981,2981,105,23,1830,468,0,0,0,0,0,0,0,0,14
2982,2982,106,23,1846,468,0,0,0,0,0,0,0,0,14
2983,2983,107,23,1862,468,0,0,0,0,0,0,0,0,14
2984,2984,108,23,1878,468,0,0,0,0,0,0,0,0,14
2985,2985,109,23,1894,468,0,0,0,0,0,0,0,0,14
2986,2986,110,23,1910,468,0,0,0,0,0,0,0,0,14
2987,2987,111,23,1926,468,0,0,0,0,0,0,0,0,14
2988,2988,112,23,1942,468,0,0,0,0,0,0,0,0,14
2989,2989,113,23,1958,468,0,0,0,0,0,0,0,0,14
2990,2990,114,23,1974,468,0,0,0,0,0,0,0,0,14
2991,2991,115,23,1990,468,0,0,0,0,0,0,0,0,14
2992,2992,116,23,2006,468,0,0,0,0,0,0,0,0,14
2993,2993,117,23,2022,468,0,0,0,0,0,0,0,0,14
2994,2994,118,23,2038,468,0,0,0,0,0,0,0,0,14
2995,2995,119,23,2054,468,0,0,0,0,0,0,0,0,14
2996,2996,120,23,2070,468,0,0,0,0,0,0,0,0,14
2997,2997,121,23,2086,468,0,0,0,0,0,0,0,0,14
2998,2998,122,23,2102,468,0,0,0,0,0,0,0,0,14
